row ID,label
17602,0
17603,0
17604,0
17605,0
17606,0
17607,0
17608,0
17609,0
17610,1
17611,0
17612,0
17613,1
17614,0
17615,0
17616,1
17617,0
17618,0
17619,1
17620,1
17621,1
17622,0
17623,0
17624,0
17625,0
17626,1
17627,0
17628,0
17629,0
17630,0
17631,1
17632,0
17633,1
17634,1
17635,0
17636,0
17637,0
17638,0
17639,0
17640,0
17641,0
17642,0
17643,0
17644,0
17645,0
17646,0
17647,1
17648,0
17649,0
17650,0
17651,0
17652,0
17653,0
17654,0
17655,0
17656,1
17657,0
17658,0
17659,0
17660,1
17661,1
17662,0
17663,0
17664,0
17665,0
17666,0
17667,1
17668,0
17669,1
17670,0
17671,0
17672,0
17673,0
17674,0
17675,1
17676,0
17677,0
17678,0
17679,0
17680,0
17681,0
17682,0
17683,0
17684,1
17685,1
17686,0
17687,0
17688,0
17689,1
17690,0
17691,0
17692,0
17693,0
17694,1
17695,1
17696,0
17697,0
17698,0
17699,1
17700,1
17701,0
17702,1
17703,0
17704,0
17705,0
17706,0
17707,0
17708,1
17709,1
17710,0
17711,0
17712,1
17713,0
17714,1
17715,0
17716,0
17717,0
17718,0
17719,1
17720,0
17721,0
17722,0
17723,0
17724,0
17725,1
17726,0
17727,0
17728,0
17729,0
17730,0
17731,0
17732,0
17733,0
17734,0
17735,1
17736,0
17737,0
17738,1
17739,1
17740,1
17741,0
17742,0
17743,0
17744,0
17745,0
17746,0
17747,0
17748,1
17749,0
17750,0
17751,1
17752,1
17753,0
17754,0
17755,0
17756,0
17757,0
17758,0
17759,0
17760,0
17761,0
17762,0
17763,0
17764,0
17765,0
17766,0
17767,1
17768,0
17769,0
17770,1
17771,0
17772,0
17773,0
17774,0
17775,0
17776,0
17777,0
17778,1
17779,0
17780,1
17781,0
17782,0
17783,0
17784,0
17785,1
17786,0
17787,0
17788,0
17789,1
17790,1
17791,1
17792,0
17793,0
17794,0
17795,0
17796,0
17797,0
17798,1
17799,0
17800,1
17801,0
17802,0
17803,0
17804,0
17805,0
17806,0
17807,0
17808,0
17809,0
17810,0
17811,1
17812,1
17813,1
17814,1
17815,0
17816,0
17817,0
17818,1
17819,0
17820,0
17821,0
17822,0
17823,1
17824,1
17825,0
17826,0
17827,1
17828,0
17829,0
17830,1
17831,0
17832,0
17833,0
17834,0
17835,1
17836,0
17837,0
17838,0
17839,1
17840,0
17841,0
17842,0
17843,0
17844,0
17845,0
17846,0
17847,1
17848,0
17849,0
17850,0
17851,0
17852,0
17853,0
17854,0
17855,0
17856,0
17857,0
17858,0
17859,0
17860,1
17861,1
17862,0
17863,1
17864,0
17865,0
17866,1
17867,0
17868,1
17869,0
17870,0
17871,0
17872,0
17873,0
17874,0
17875,1
17876,1
17877,0
17878,1
17879,0
17880,0
17881,0
17882,0
17883,0
17884,1
17885,0
17886,0
17887,0
17888,0
17889,0
17890,0
17891,0
17892,1
17893,0
17894,0
17895,1
17896,0
17897,0
17898,0
17899,0
17900,0
17901,1
17902,1
17903,1
17904,0
17905,0
17906,0
17907,0
17908,0
17909,0
17910,1
17911,0
17912,0
17913,0
17914,1
17915,0
17916,0
17917,1
17918,0
17919,1
17920,1
17921,0
17922,0
17923,0
17924,0
17925,1
17926,0
17927,0
17928,1
17929,0
17930,0
17931,0
17932,0
17933,0
17934,0
17935,0
17936,0
17937,0
17938,0
17939,1
17940,0
17941,0
17942,0
17943,0
17944,0
17945,0
17946,0
17947,0
17948,0
17949,1
17950,0
17951,0
17952,0
17953,0
17954,1
17955,0
17956,0
17957,1
17958,1
17959,1
17960,0
17961,0
17962,0
17963,0
17964,0
17965,1
17966,0
17967,0
17968,0
17969,0
17970,0
17971,0
17972,0
17973,0
17974,1
17975,0
17976,0
17977,1
17978,0
17979,0
17980,1
17981,0
17982,1
17983,0
17984,0
17985,1
17986,0
17987,0
17988,0
17989,0
17990,0
17991,0
17992,0
17993,0
17994,0
17995,0
17996,1
17997,1
17998,0
17999,0
18000,0
18001,0
18002,1
18003,1
18004,0
18005,1
18006,0
18007,0
18008,0
18009,0
18010,0
18011,0
18012,0
18013,0
18014,0
18015,0
18016,0
18017,0
18018,1
18019,0
18020,1
18021,1
18022,0
18023,0
18024,0
18025,0
18026,1
18027,0
18028,1
18029,0
18030,1
18031,0
18032,0
18033,0
18034,0
18035,0
18036,1
18037,0
18038,0
18039,0
18040,0
18041,0
18042,1
18043,0
18044,1
18045,0
18046,1
18047,0
18048,1
18049,0
18050,0
18051,0
18052,0
18053,0
18054,0
18055,0
18056,0
18057,1
18058,0
18059,1
18060,0
18061,1
18062,0
18063,0
18064,0
18065,0
18066,0
18067,0
18068,1
18069,1
18070,0
18071,1
18072,0
18073,0
18074,1
18075,0
18076,1
18077,0
18078,1
18079,0
18080,0
18081,1
18082,0
18083,0
18084,0
18085,0
18086,0
18087,0
18088,1
18089,0
18090,0
18091,0
18092,0
18093,1
18094,0
18095,0
18096,0
18097,0
18098,1
18099,0
18100,0
18101,0
18102,0
18103,1
18104,0
18105,0
18106,0
18107,1
18108,0
18109,0
18110,0
18111,1
18112,0
18113,0
18114,1
18115,0
18116,0
18117,0
18118,0
18119,1
18120,0
18121,0
18122,0
18123,0
18124,0
18125,0
18126,0
18127,0
18128,0
18129,0
18130,0
18131,0
18132,0
18133,1
18134,0
18135,0
18136,0
18137,0
18138,0
18139,0
18140,1
18141,0
18142,0
18143,1
18144,0
18145,0
18146,0
18147,0
18148,0
18149,0
18150,0
18151,1
18152,0
18153,1
18154,1
18155,1
18156,0
18157,1
18158,1
18159,0
18160,0
18161,0
18162,0
18163,0
18164,0
18165,0
18166,0
18167,0
18168,1
18169,1
18170,1
18171,0
18172,1
18173,1
18174,0
18175,0
18176,0
18177,0
18178,0
18179,0
18180,0
18181,0
18182,0
18183,0
18184,0
18185,1
18186,1
18187,0
18188,0
18189,1
18190,0
18191,0
18192,0
18193,0
18194,1
18195,0
18196,1
18197,1
18198,0
18199,1
18200,0
18201,0
18202,0
18203,0
18204,0
18205,0
18206,0
18207,1
18208,0
18209,1
18210,0
18211,0
18212,0
18213,0
18214,0
18215,0
18216,0
18217,0
18218,0
18219,0
18220,0
18221,1
18222,0
18223,0
18224,0
18225,1
18226,0
18227,0
18228,0
18229,0
18230,1
18231,0
18232,0
18233,0
18234,0
18235,0
18236,0
18237,0
18238,1
18239,0
18240,0
18241,0
18242,0
18243,0
18244,0
18245,1
18246,0
18247,0
18248,0
18249,1
18250,1
18251,0
18252,0
18253,0
18254,0
18255,0
18256,0
18257,0
18258,0
18259,0
18260,0
18261,1
18262,0
18263,1
18264,1
18265,0
18266,1
18267,0
18268,0
18269,0
18270,0
18271,1
18272,0
18273,0
18274,0
18275,1
18276,0
18277,1
18278,1
18279,1
18280,1
18281,0
18282,0
18283,1
18284,0
18285,1
18286,0
18287,1
18288,0
18289,1
18290,0
18291,0
18292,0
18293,0
18294,0
18295,0
18296,0
18297,1
18298,1
18299,1
18300,1
18301,0
18302,0
18303,1
18304,1
18305,1
18306,0
18307,0
18308,0
18309,0
18310,1
18311,0
18312,0
18313,1
18314,0
18315,0
18316,0
18317,0
18318,1
18319,1
18320,0
18321,0
18322,0
18323,0
18324,0
18325,0
18326,0
18327,1
18328,0
18329,0
18330,1
18331,1
18332,1
18333,1
18334,0
18335,0
18336,0
18337,0
18338,1
18339,0
18340,0
18341,0
18342,0
18343,0
18344,0
18345,0
18346,0
18347,0
18348,1
18349,1
18350,1
18351,0
18352,0
18353,0
18354,0
18355,0
18356,1
18357,0
18358,0
18359,0
18360,0
18361,0
18362,0
18363,0
18364,0
18365,0
18366,0
18367,0
18368,0
18369,0
18370,0
18371,1
18372,0
18373,0
18374,1
18375,1
18376,1
18377,0
18378,0
18379,1
18380,0
18381,0
18382,0
18383,1
18384,0
18385,0
18386,0
18387,0
18388,0
18389,0
18390,1
18391,0
18392,1
18393,0
18394,1
18395,0
18396,0
18397,0
18398,1
18399,0
18400,0
18401,0
18402,0
18403,0
18404,0
18405,1
18406,1
18407,0
18408,0
18409,0
18410,1
18411,0
18412,0
18413,0
18414,0
18415,0
18416,1
18417,0
18418,0
18419,0
18420,0
18421,0
18422,1
18423,1
18424,1
18425,0
18426,1
18427,0
18428,0
18429,0
18430,0
18431,1
18432,0
18433,0
18434,1
18435,1
18436,0
18437,0
18438,0
18439,0
18440,1
18441,0
18442,1
18443,1
18444,0
18445,0
18446,0
18447,0
18448,1
18449,0
18450,0
18451,0
18452,0
18453,0
18454,1
18455,1
18456,1
18457,1
18458,0
18459,0
18460,0
18461,0
18462,1
18463,0
18464,0
18465,0
18466,0
18467,1
18468,1
18469,0
18470,0
18471,0
18472,0
18473,0
18474,0
18475,1
18476,1
18477,0
18478,0
18479,0
18480,0
18481,1
18482,1
18483,0
18484,1
18485,0
18486,0
18487,1
18488,1
18489,1
18490,0
18491,0
18492,1
18493,0
18494,0
18495,1
18496,0
18497,0
18498,0
18499,0
18500,1
18501,0
18502,0
18503,0
18504,0
18505,0
18506,0
18507,1
18508,0
18509,0
18510,0
18511,0
18512,1
18513,0
18514,0
18515,1
18516,0
18517,0
18518,0
18519,0
18520,0
18521,0
18522,0
18523,0
18524,0
18525,0
18526,1
18527,0
18528,0
18529,1
18530,0
18531,1
18532,0
18533,1
18534,0
18535,0
18536,1
18537,0
18538,0
18539,1
18540,0
18541,0
18542,1
18543,0
18544,1
18545,0
18546,0
18547,0
18548,0
18549,0
18550,0
18551,0
18552,1
18553,0
18554,0
18555,0
18556,0
18557,1
18558,0
18559,0
18560,0
18561,1
18562,0
18563,0
18564,1
18565,0
18566,0
18567,0
18568,1
18569,1
18570,0
18571,0
18572,0
18573,0
18574,0
18575,0
18576,0
18577,1
18578,1
18579,0
18580,0
18581,0
18582,0
18583,0
18584,0
18585,0
18586,1
18587,0
18588,0
18589,0
18590,0
18591,0
18592,0
18593,0
18594,1
18595,0
18596,0
18597,0
18598,0
18599,0
18600,1
18601,0
18602,0
18603,0
18604,1
18605,1
18606,0
18607,1
18608,0
18609,0
18610,0
18611,1
18612,0
18613,0
18614,0
18615,0
18616,0
18617,0
18618,0
18619,1
18620,1
18621,0
18622,0
18623,0
18624,0
18625,0
18626,0
18627,1
18628,0
18629,0
18630,0
18631,0
18632,0
18633,0
18634,0
18635,0
18636,0
18637,0
18638,0
18639,0
18640,1
18641,0
18642,0
18643,0
18644,0
18645,0
18646,1
18647,1
18648,1
18649,1
18650,1
18651,0
18652,0
18653,1
18654,1
18655,0
18656,1
18657,0
18658,0
18659,0
18660,1
18661,0
18662,0
18663,0
18664,0
18665,0
18666,0
18667,0
18668,0
18669,0
18670,0
18671,0
18672,1
18673,1
18674,0
18675,1
18676,1
18677,0
18678,0
18679,0
18680,0
18681,0
18682,0
18683,0
18684,0
18685,0
18686,0
18687,1
18688,1
18689,0
18690,0
18691,1
18692,1
18693,0
18694,1
18695,0
18696,0
18697,1
18698,1
18699,0
18700,0
18701,1
18702,1
18703,0
18704,0
18705,0
18706,1
18707,0
18708,0
18709,0
18710,0
18711,0
18712,0
18713,0
18714,0
18715,0
18716,1
18717,0
18718,0
18719,0
18720,1
18721,0
18722,0
18723,0
18724,0
18725,0
18726,0
18727,0
18728,0
18729,0
18730,1
18731,0
18732,0
18733,0
18734,0
18735,0
18736,0
18737,0
18738,0
18739,0
18740,1
18741,1
18742,0
18743,0
18744,0
18745,0
18746,0
18747,0
18748,1
18749,0
18750,1
18751,0
18752,1
18753,0
18754,0
18755,1
18756,1
18757,1
18758,0
18759,1
18760,0
18761,1
18762,0
18763,0
18764,0
18765,0
18766,0
18767,0
18768,0
18769,1
18770,1
18771,0
18772,0
18773,0
18774,0
18775,0
18776,0
18777,0
18778,0
18779,0
18780,0
18781,1
18782,0
18783,0
18784,0
18785,0
18786,0
18787,0
18788,0
18789,0
18790,0
18791,0
18792,1
18793,0
18794,0
18795,1
18796,0
18797,1
18798,0
18799,0
18800,1
18801,1
18802,0
18803,1
18804,0
18805,1
18806,0
18807,1
18808,0
18809,0
18810,0
18811,1
18812,0
18813,0
18814,0
18815,0
18816,0
18817,0
18818,1
18819,0
18820,0
18821,0
18822,0
18823,1
18824,0
18825,0
18826,0
18827,0
18828,0
18829,0
18830,0
18831,0
18832,0
18833,0
18834,0
18835,0
18836,1
18837,1
18838,1
18839,0
18840,0
18841,0
18842,0
18843,0
18844,0
18845,0
18846,0
18847,0
18848,0
18849,1
18850,0
18851,0
18852,0
18853,1
18854,0
18855,0
18856,0
18857,1
18858,0
18859,0
18860,1
18861,1
18862,0
18863,0
18864,1
18865,0
18866,0
18867,0
18868,1
18869,1
18870,1
18871,0
18872,1
18873,0
18874,0
18875,0
18876,1
18877,0
18878,0
18879,0
18880,0
18881,0
18882,1
18883,0
18884,0
18885,0
18886,0
18887,0
18888,1
18889,0
18890,1
18891,1
18892,0
18893,0
18894,0
18895,1
18896,0
18897,0
18898,0
18899,1
18900,0
18901,1
18902,0
18903,1
18904,0
18905,0
18906,0
18907,1
18908,0
18909,0
18910,1
18911,0
18912,0
18913,0
18914,1
18915,0
18916,0
18917,0
18918,0
18919,1
18920,0
18921,1
18922,0
18923,1
18924,1
18925,0
18926,0
18927,0
18928,0
18929,1
18930,1
18931,1
18932,0
18933,0
18934,0
18935,0
18936,0
18937,1
18938,1
18939,0
18940,1
18941,0
18942,0
18943,0
18944,0
18945,0
18946,0
18947,0
18948,1
18949,1
18950,0
18951,0
18952,1
18953,1
18954,1
18955,0
18956,1
18957,0
18958,1
18959,1
18960,1
18961,1
18962,0
18963,1
18964,0
18965,0
18966,1
18967,0
18968,0
18969,1
18970,0
18971,0
18972,1
18973,0
18974,0
18975,0
18976,0
18977,0
18978,1
18979,1
18980,0
18981,0
18982,0
18983,0
18984,0
18985,0
18986,0
18987,0
18988,0
18989,1
18990,0
18991,1
18992,0
18993,1
18994,0
18995,0
18996,0
18997,1
18998,0
18999,0
19000,0
19001,0
19002,1
19003,0
19004,0
19005,0
19006,1
19007,0
19008,0
19009,0
19010,0
19011,0
19012,0
19013,0
19014,0
19015,0
19016,0
19017,1
19018,0
19019,0
19020,0
19021,1
19022,0
19023,0
19024,1
19025,0
19026,0
19027,0
19028,0
19029,0
19030,0
19031,1
19032,0
19033,0
19034,0
19035,1
19036,0
19037,0
19038,1
19039,0
19040,1
19041,1
19042,0
19043,0
19044,1
19045,0
19046,0
19047,0
19048,1
19049,0
19050,0
19051,0
19052,1
19053,0
19054,0
19055,0
19056,1
19057,0
19058,0
19059,0
19060,0
19061,1
19062,1
19063,0
19064,1
19065,0
19066,0
19067,1
19068,0
19069,1
19070,0
19071,0
19072,0
19073,0
19074,0
19075,0
19076,1
19077,0
19078,0
19079,1
19080,0
19081,0
19082,0
19083,0
19084,0
19085,0
19086,1
19087,0
19088,0
19089,1
19090,0
19091,0
19092,1
19093,0
19094,0
19095,0
19096,0
19097,0
19098,1
19099,0
19100,0
19101,0
19102,1
19103,1
19104,0
19105,0
19106,0
19107,1
19108,0
19109,0
19110,0
19111,1
19112,0
19113,1
19114,0
19115,0
19116,1
19117,0
19118,0
19119,1
19120,0
19121,0
19122,0
19123,1
19124,0
19125,0
19126,0
19127,0
19128,0
19129,0
19130,0
19131,1
19132,1
19133,0
19134,0
19135,0
19136,1
19137,1
19138,0
19139,1
19140,0
19141,0
19142,0
19143,0
19144,0
19145,0
19146,0
19147,0
19148,0
19149,0
19150,0
19151,1
19152,0
19153,0
19154,0
19155,1
19156,0
19157,1
19158,1
19159,0
19160,0
19161,0
19162,0
19163,0
19164,0
19165,0
19166,0
19167,0
19168,1
19169,0
19170,0
19171,1
19172,0
19173,1
19174,0
19175,0
19176,0
19177,0
19178,0
19179,0
19180,0
19181,0
19182,0
19183,0
19184,0
19185,1
19186,0
19187,0
19188,0
19189,0
19190,0
19191,0
19192,0
19193,1
19194,0
19195,1
19196,1
19197,1
19198,0
19199,0
19200,0
19201,0
19202,1
19203,0
19204,0
19205,1
19206,0
19207,0
19208,0
19209,0
19210,1
19211,0
19212,0
19213,0
19214,1
19215,0
19216,1
19217,0
19218,1
19219,0
19220,0
19221,0
19222,0
19223,0
19224,0
19225,0
19226,0
19227,1
19228,1
19229,0
19230,0
19231,0
19232,0
19233,0
19234,0
19235,0
19236,1
19237,1
19238,0
19239,0
19240,0
19241,0
19242,0
19243,0
19244,1
19245,0
19246,1
19247,0
19248,0
19249,0
19250,0
19251,1
19252,0
19253,0
19254,1
19255,0
19256,0
19257,1
19258,1
19259,0
19260,0
19261,0
19262,1
19263,0
19264,0
19265,0
19266,0
19267,0
19268,1
19269,0
19270,1
19271,1
19272,0
19273,0
19274,0
19275,1
19276,0
19277,0
19278,1
19279,0
19280,0
19281,0
19282,0
19283,0
19284,1
19285,0
19286,0
19287,0
19288,0
19289,0
19290,0
19291,0
19292,0
19293,0
19294,0
19295,0
19296,0
19297,0
19298,0
19299,1
19300,0
19301,0
19302,0
19303,0
19304,1
19305,0
19306,0
19307,0
19308,0
19309,1
19310,0
19311,0
19312,0
19313,0
19314,0
19315,0
19316,1
19317,1
19318,0
19319,0
19320,0
19321,1
19322,0
19323,0
19324,1
19325,1
19326,0
19327,0
19328,0
19329,1
19330,0
19331,0
19332,0
19333,0
19334,0
19335,0
19336,1
19337,0
19338,0
19339,1
19340,0
19341,1
19342,1
19343,1
19344,0
19345,0
19346,0
19347,1
19348,1
19349,0
19350,1
19351,1
19352,0
19353,0
19354,0
19355,0
19356,1
19357,0
19358,0
19359,0
19360,0
19361,0
19362,0
19363,0
19364,0
19365,0
19366,1
19367,0
19368,0
19369,0
19370,1
19371,0
19372,1
19373,0
19374,0
19375,0
19376,0
19377,0
19378,0
19379,1
19380,0
19381,0
19382,0
19383,0
19384,0
19385,0
19386,0
19387,0
19388,0
19389,0
19390,0
19391,1
19392,0
19393,0
19394,0
19395,0
19396,0
19397,0
19398,0
19399,0
19400,0
19401,0
19402,1
19403,0
19404,1
19405,0
19406,0
19407,0
19408,0
19409,0
19410,0
19411,0
19412,0
19413,0
19414,0
19415,0
19416,1
19417,1
19418,0
19419,0
19420,0
19421,0
19422,0
19423,0
19424,0
19425,0
19426,0
19427,0
19428,1
19429,0
19430,0
19431,0
19432,0
19433,0
19434,0
19435,0
19436,1
19437,1
19438,0
19439,0
19440,0
19441,0
19442,0
19443,0
19444,0
19445,1
19446,0
19447,0
19448,1
19449,0
19450,0
19451,1
19452,1
19453,0
19454,0
19455,1
19456,0
19457,0
19458,0
19459,0
19460,0
19461,0
19462,1
19463,0
19464,0
19465,1
19466,0
19467,0
19468,0
19469,1
19470,0
19471,0
19472,0
19473,1
19474,1
19475,0
19476,0
19477,0
19478,0
19479,0
19480,0
19481,0
19482,1
19483,0
19484,0
19485,0
19486,0
19487,0
19488,0
19489,0
19490,0
19491,1
19492,0
19493,0
19494,0
19495,0
19496,1
19497,0
19498,1
19499,0
19500,0
19501,1
19502,0
19503,0
19504,1
19505,0
19506,1
19507,0
19508,0
19509,1
19510,1
19511,0
19512,0
19513,0
19514,1
19515,1
19516,0
19517,1
19518,0
19519,0
19520,0
19521,1
19522,1
19523,0
19524,1
19525,0
19526,0
19527,1
19528,0
19529,0
19530,1
19531,0
19532,0
19533,0
19534,0
19535,1
19536,0
19537,0
19538,0
19539,0
19540,0
19541,0
19542,1
19543,0
19544,0
19545,1
19546,0
19547,0
19548,0
19549,0
19550,0
19551,0
19552,1
19553,0
19554,0
19555,0
19556,0
19557,0
19558,1
19559,0
19560,1
19561,0
19562,0
19563,0
19564,0
19565,0
19566,1
19567,1
19568,0
19569,0
19570,0
19571,0
19572,0
19573,0
19574,1
19575,1
19576,0
19577,0
19578,0
19579,0
19580,0
19581,0
19582,0
19583,0
19584,1
19585,0
19586,0
19587,0
19588,0
19589,0
19590,0
19591,0
19592,0
19593,0
19594,0
19595,0
19596,0
19597,0
19598,1
19599,0
19600,0
19601,0
19602,1
19603,0
19604,0
19605,0
19606,1
19607,0
19608,0
19609,0
19610,1
19611,0
19612,0
19613,0
19614,0
19615,1
19616,0
19617,0
19618,0
19619,0
19620,1
19621,0
19622,0
19623,0
19624,1
19625,0
19626,0
19627,1
19628,0
19629,1
19630,1
19631,0
19632,0
19633,0
19634,1
19635,0
19636,0
19637,0
19638,0
19639,0
19640,1
19641,1
19642,1
19643,1
19644,0
19645,0
19646,0
19647,0
19648,0
19649,0
19650,0
19651,0
19652,0
19653,0
19654,1
19655,0
19656,1
19657,0
19658,1
19659,0
19660,0
19661,0
19662,0
19663,0
19664,0
19665,0
19666,0
19667,0
19668,0
19669,1
19670,0
19671,0
19672,1
19673,0
19674,1
19675,0
19676,0
19677,0
19678,0
19679,0
19680,0
19681,0
19682,0
19683,0
19684,1
19685,0
19686,1
19687,0
19688,0
19689,0
19690,1
19691,0
19692,0
19693,0
19694,1
19695,1
19696,0
19697,0
19698,0
19699,0
19700,0
19701,0
19702,0
19703,0
19704,0
19705,1
19706,0
19707,0
19708,1
19709,0
19710,1
19711,0
19712,0
19713,0
19714,0
19715,0
19716,0
19717,1
19718,0
19719,0
19720,0
19721,0
19722,0
19723,0
19724,1
19725,0
19726,0
19727,1
19728,1
19729,0
19730,0
19731,0
19732,0
19733,1
19734,0
19735,0
19736,1
19737,0
19738,1
19739,0
19740,0
19741,0
19742,1
19743,0
19744,0
19745,0
19746,0
19747,1
19748,0
19749,0
19750,0
19751,1
19752,1
19753,0
19754,0
19755,0
19756,0
19757,1
19758,0
19759,0
19760,0
19761,0
19762,0
19763,0
19764,1
19765,1
19766,1
19767,0
19768,1
19769,1
19770,0
19771,0
19772,0
19773,0
19774,0
19775,1
19776,0
19777,0
19778,1
19779,0
19780,0
19781,1
19782,0
19783,0
19784,0
19785,0
19786,0
19787,0
19788,0
19789,0
19790,0
19791,0
19792,0
19793,0
19794,0
19795,0
19796,1
19797,0
19798,0
19799,0
19800,0
19801,1
19802,0
19803,0
19804,0
19805,0
19806,0
19807,1
19808,1
19809,0
19810,0
19811,0
19812,0
19813,0
19814,0
19815,0
19816,0
19817,1
19818,0
19819,0
19820,0
19821,0
19822,0
19823,0
19824,1
19825,0
19826,0
19827,0
19828,0
19829,0
19830,1
19831,0
19832,0
19833,1
19834,0
19835,1
19836,0
19837,1
19838,1
19839,0
19840,1
19841,0
19842,0
19843,0
19844,0
19845,0
19846,1
19847,0
19848,0
19849,0
19850,0
19851,0
19852,0
19853,0
19854,0
19855,1
19856,0
19857,0
19858,1
19859,0
19860,0
19861,1
19862,1
19863,0
19864,0
19865,0
19866,0
19867,0
19868,1
19869,0
19870,0
19871,1
19872,1
19873,1
19874,0
19875,1
19876,0
19877,0
19878,1
19879,0
19880,1
19881,1
19882,0
19883,1
19884,0
19885,0
19886,1
19887,1
19888,1
19889,0
19890,0
19891,0
19892,0
19893,0
19894,1
19895,0
19896,1
19897,0
19898,1
19899,1
19900,0
19901,0
19902,0
19903,1
19904,1
19905,1
19906,1
19907,0
19908,0
19909,0
19910,1
19911,0
19912,0
19913,1
19914,0
19915,0
19916,0
19917,0
19918,0
19919,0
19920,1
19921,0
19922,0
19923,0
19924,0
19925,0
19926,0
19927,0
19928,0
19929,0
19930,0
19931,1
19932,1
19933,0
19934,0
19935,1
19936,0
19937,0
19938,0
19939,0
19940,0
19941,0
19942,0
19943,0
19944,0
19945,0
19946,0
19947,0
19948,1
19949,0
19950,0
19951,1
19952,1
19953,0
19954,0
19955,0
19956,0
19957,0
19958,0
19959,0
19960,1
19961,1
19962,0
19963,0
19964,1
19965,1
19966,1
19967,0
19968,0
19969,1
19970,0
19971,0
19972,0
19973,1
19974,1
19975,0
19976,0
19977,0
19978,0
19979,0
19980,0
19981,0
